file, Mean F0 (Hz),Start F0 (Hz),End F0 (Hz),Max F0 (Hz),Min F0 (Hz),Range F0 (Hz),Time max F0 (%),F0 Abs Slope,F0 var (Hz/s),FM Rate (s-1),FM Extent (Hz),Q25% (Hz),Q50% (Hz),Q75% (Hz),Fpeak (Hz),Sound duration (s), AM var (dB/s), AM rate (s-1), AM extent (dB),Harmonicity, F1 mean (Hz),F2 mean (Hz),F3 mean (Hz),F4 mean (Hz),F5 mean (Hz),F6 mean (Hz),formant dispersal (Hz),vocal tract length (cm),mean wiener entropy,Comment
HFC_12.wav,93.698,88.57,92.81,95.026,88.568,6.458,59.029,19.761,7.561,0.6,12.601265128748224,361.761,377.06,398.002,369.778,0.833,61.77,1.8,34.316,22.61,375.781,754.114,1573.535,1994.044,2730.923,3355.284,595.901,29.367,-0.561,
HFC_13.wav,98.574,83.33,101.98,108.579,80.657,27.922,48.496,57.365,47.839,2.213,21.615369753809443,303.601,339.184,538.664,308.064,1.356,43.538,4.795,9.079,18.99,320.248,1031.815,1620.381,2095.778,2848.201,3457.159,627.382,27.894,-0.532,
HFC_14.wav,88.375,84.26,89.48,103.293,83.564,19.729,23.029,70.471,67.366,5.303,12.70261542571538,275.29,346.452,539.825,337.631,0.754,48.051,9.944,4.832,14.85,326.11,1025.703,1525.079,1987.682,2676.932,3283.166,591.411,29.59,-0.36,
HFC_15.wav,94.357,79.95,84.1,108.505,79.067,29.439,44.343,100.519,84.893,2.824,30.06364792777311,325.278,347.782,466.052,329.155,1.239,75.767,6.051,12.522,18.75,333.359,1103.763,1656.194,2065.514,2872.196,3416.675,616.663,28.379,-0.716,
HFC_16.wav,85.326,70.96,74.78,100.824,70.95,29.875,44.859,104.595,97.559,3.386,28.81493425377686,307.324,453.985,2771.65,350.246,0.886,44.661,10.157,4.397,11.16,348.672,1077.968,1770.555,2189.404,2918.229,3471.338,624.533,28.021,-2.648,
HFC_17.wav,84.583,82.83,101.4,101.398,75.662,25.736,99.119,54.94,21.697,1.204,18.02413664355735,294.222,398.453,1128.202,297.534,1.661,53.07,9.63,5.511,17.58,347.852,1075.135,1684.167,2094.509,2813.767,3373.105,605.051,28.923,-1.79,
HFC_18.wav,88.92,84.67,85.18,97.526,84.668,12.859,90.454,81.948,0.0,0.0,--undefined--,318.147,350.238,398.259,342.07,1.018,65.631,9.333,7.032,20.36,347.883,997.963,1701.246,2143.849,2864.191,3420.589,614.541,28.477,0.445,
HFC_19.wav,93.861,90.01,89.02,102.42,83.233,19.186,20.227,72.758,54.683,3.707,14.750292368496137,296.905,384.054,576.206,370.418,0.944,51.068,9.003,5.672,18.09,371.83,873.444,1464.507,1909.766,2597.658,3252.443,576.123,30.375,-0.49,
HFC_20.wav,92.284,88.22,86.44,105.594,84.649,20.945,30.533,58.816,41.099,2.548,16.127467866569834,347.497,367.583,408.09,346.279,0.981,47.921,6.626,7.233,20.06,357.007,958.29,1621.838,2062.815,2741.978,3237.94,576.187,30.372,-0.389,
HFC_21.wav,94.566,95.33,88.69,95.717,88.455,7.261,48.541,16.584,15.608,4.887,3.194136122586974,354.753,426.835,1193.709,360.79,0.512,29.262,9.773,2.994,17.78,379.878,812.443,1471.953,1950.795,2608.095,3256.047,575.234,30.422,-1.799,
HFC_22.wav,96.739,90.61,76.09,104.977,76.089,28.888,14.33,52.677,51.339,3.232,15.885766775215254,288.559,375.884,466.521,371.176,1.392,32.877,8.259,3.981,18.87,367.39,921.458,1544.732,2001.626,2717.594,3332.522,593.026,29.51,-0.265,
HFC_23.wav,92.175,92.63,84.02,107.45,74.513,32.937,35.956,84.602,67.14,2.778,24.167943206016254,276.669,383.39,701.53,261.442,1.44,26.736,8.681,3.08,18.19,351.728,1072.268,1694.596,2232.243,2963.731,3540.461,637.747,27.44,-0.442,
HFC_24.wav,94.237,104.1,89.93,106.714,89.664,17.05,36.565,46.564,24.331,1.135,21.43104725799259,338.107,386.747,580.367,355.304,0.881,36.25,7.38,4.912,16.55,377.312,1021.792,1527.36,2134.193,2872.703,3307.184,585.974,29.865,-0.459,
HFC_25.wav,88.845,70.8,80.23,105.571,70.799,34.772,75.763,101.62,38.823,0.0,--undefined--,299.938,372.577,962.423,347.83,0.865,62.216,9.827,6.331,10.23,344.15,1102.978,1701.27,2245.174,2909.553,3416.053,614.381,28.484,-1.482,
HFC_26.wav,85.488,72.69,94.63,105.562,72.693,32.869,37.791,117.264,106.999,3.269,32.73200166811538,275.527,368.84,713.842,346.225,0.918,38.815,7.627,5.089,14.49,334.58,1095.377,1657.969,2121.514,2804.357,3291.312,591.347,29.593,-0.668,
HFC_27.wav,83.754,88.46,73.73,96.279,73.247,23.032,30.113,94.546,63.318,1.859,34.063477212987856,297.355,380.788,634.639,362.041,0.807,59.731,6.816,8.764,14.03,351.815,799.545,1558.786,2031.588,2725.332,3302.025,590.042,29.659,0.234,
HFC_28.wav,89.785,92.74,92.74,105.71,71.266,34.444,29.691,87.496,85.313,3.121,27.33531009785795,323.296,377.741,503.001,371.849,1.282,80.841,7.802,10.361,16.27,375.89,899.819,1558.785,2181.867,2782.31,3380.124,600.847,29.126,-0.254,
HFC_29.wav,90.357,81.59,96.27,96.272,80.419,15.854,98.563,45.675,30.927,1.915,16.14884634799099,309.41,402.39,1014.296,363.543,1.044,38.092,5.267,7.233,13.87,345.377,1136.003,1701.002,2371.017,2952.408,3480.436,627.012,27.91,-1.535,
HFC_30.wav,81.655,83.61,79.14,96.255,72.14,24.115,24.979,66.08,64.635,3.22,20.075351423886694,259.214,330.19,438.272,367.26,1.398,57.18,9.659,5.92,9.27,341.88,703.117,1557.635,2151.103,2718.347,3309.863,593.597,29.481,0.248,
LFC_01.wav,86.865,79.98,85.72,92.231,76.462,15.77,48.433,49.486,46.964,4.232,11.09707313019968,327.056,586.881,3325.307,352.945,0.591,39.845,9.311,4.28,6.51,349.881,1140.358,1692.609,2308.858,2934.61,3441.137,618.251,28.306,-2.22,
LFC_02.wav,84.097,78.37,84.4,90.369,77.462,12.906,38.413,52.676,49.561,4.647,10.665106981587968,256.579,361.385,786.066,336.252,0.538,38.402,12.082,3.178,8.29,349.773,1045.062,1798.317,2429.057,3060.682,3527.239,635.493,27.538,-0.851,
LFC_03.wav,100.216,91.21,81.94,107.722,81.94,25.782,56.188,81.677,68.492,0.878,78.03127167327841,312.694,331.547,388.05,320.996,0.57,77.595,8.778,8.84,11.76,332.415,1010.487,1667.446,2240.06,2921.713,3445.633,622.644,28.106,-0.011,
LFC_04.wav,93.724,93.89,92.78,105.343,84.759,20.584,39.263,88.265,82.901,4.837,17.13960049340893,302.275,434.402,3623.851,338.218,0.517,39.196,10.641,3.684,8.17,343.913,988.83,1667.852,2163.627,2856.378,3408.413,612.9,28.553,-3.038,
LFC_05.wav,80.132,105.01,75.81,105.006,72.017,32.989,20.678,94.815,58.577,1.693,34.60303924404785,137.261,331.891,850.058,86.006,0.591,73.827,4.232,17.445,7.5,348.744,1089.107,1723.208,2268.539,2858.548,3420.88,614.427,28.482,-1.257,
LFC_06.wav,92.128,104.28,87.58,107.817,84.608,23.209,15.636,93.3,89.074,3.823,23.302240797442245,332.273,352.122,415.137,339.058,0.654,43.893,6.116,7.177,21.58,342.754,793.823,1599.895,2062.533,2885.342,3343.03,600.055,29.164,-0.739,
LFC_07.wav,95.144,77.96,101.12,106.824,77.964,28.86,78.09,65.381,60.711,0.886,68.52513199046774,304.02,364.261,556.102,305.368,0.564,48.576,7.974,6.092,13.49,352.774,839.391,1625.867,2153.809,2827.109,3298.549,589.155,29.704,-0.08,
LFC_08.wav,91.256,89.55,88.92,104.937,84.208,20.729,24.349,86.721,81.638,3.386,24.112928170975167,291.26,347.85,484.058,328.728,0.591,57.198,5.925,9.654,11.41,354.666,1020.536,1592.044,2114.655,2887.63,3446.308,618.328,28.302,0.052,
LFC_09.wav,83.757,70.45,93.78,96.357,70.449,25.908,74.597,64.843,55.6,1.317,42.22843730706893,203.541,351.872,2151.494,287.196,0.76,35.177,5.925,5.937,12.51,312.056,1085.713,1784.567,2341.679,2941.748,3481.704,633.929,27.606,-3.185,
LFC_10.wav,85.687,76.88,85.78,90.599,76.878,13.721,77.035,63.4,48.385,4.158,11.636906881661787,242.437,310.857,405.88,356.884,0.601,44.653,8.316,5.37,12.58,309.403,756.442,1585.259,2107.998,2902.749,3393.992,616.918,28.367,0.423,
LFC_11.wav,89.468,80.71,92.22,96.154,80.712,15.441,65.42,60.79,53.269,4.862,10.95735829751981,256.452,360.794,587.356,360.57,0.823,30.702,9.115,3.368,13.03,337.361,808.073,1557.478,1999.742,2694.918,3213.068,575.141,30.427,-0.066,
